pop,sex,family,l_1,w_1,a_1,bod_1,l_4,w_4,a_4,bod_4,l_7,w_7,a_7,bod_7,l_10,w_10,a_10,bod_10,l_13,w_13,a_13,bod_13
TdelFuego,f,143,1.6255979287,1.0629440425,1.2011568881,25.1061805105,4.5709847115,3.1303405419,5.5710610936,121.5137778998,8.7676677581,6.8065352892,14.4660424279,351.6314101576,15.9365621529,12.1403215424,36.1733908968,1014.4459042698,24.6894586382,17.804433173,67.5670982336,2112.2532537559
TdelFuego,f,143,1.1084876968,0.5657259235,0.4828323695,12.8475069852,3.5691659757,1.9996159336,2.4617875615,49.3917895837,7.1150743222,4.8206048821,7.4275033757,165.909063653,13.1126566206,9.7599011318,19.9007932732,506.81048966,20.7155843946,16.0199497616,41.3986947184,1191.7763448284
TdelFuego,f,144,1.4789709911,0.8278452605,0.6422105312,14.5457858165,4.4932674407,2.7720019025,3.8151045674,79.0925019371,8.7254938022,5.9814419105,10.1565987451,234.9146093318,16.079310308,10.3417244741,23.5424589867,617.6106714542,24.8796845572,17.9718421146,50.7700506964,1512.4730527063
TdelFuego,f,145,1.2419037485,0.8775937783,0.6820498055,15.2313903222,3.8912855639,2.8945313983,3.6735663856,76.6156095255,7.7524834357,5.9671900289,9.844450314,228.3040889319,14.4605460756,12.1302624459,27.4604181534,736.453115345,22.5370693206,19.9225101514,56.2907443312,1705.4913000552
TdelFuego,f,145,1.5654824126,0.9358621128,0.9745846939,20.9398971284,4.5675353413,3.4895687649,5.6576410884,122.863055598,8.4719596642,7.0963883636,14.9792159124,364.3150897216,15.7811144808,13.4636332865,38.3102385332,1086.7941246535,24.406071537,21.2046345658,77.798867504,2493.2017863485
TdelFuego,f,146,1.0579855213,0.9120068102,0.6648883072,14.9354635207,3.5210666603,3.4857475325,4.0158887244,84.9013914288,7.2702240238,6.3900549898,10.5818455228,245.3175225246,13.6123842477,12.8349293985,29.4004657991,800.1802741656,21.5005193738,20.7451959308,59.3486945924,1813.4095722887
TdelFuego,f,146,1.2729964113,1.3264707943,0.9932629728,21.2789238253,4.0297534296,3.9507940137,4.9934775319,107.9426365865,8.1209300561,7.5662672644,14.6006267296,355.386256805,15.2145539777,13.9078962207,35.4708473598,991.4657280869,23.866853687,21.0588706918,69.3415352756,2177.4304585248
TdelFuego,f,146,1.7135403612,1.1602093724,1.2495219645,26.5676465,4.6761053795,3.6613092329,6.1224287194,131.8318749358,8.8252126767,6.7431523638,15.591275557,384.0479541518,16.272652484,12.7497817877,40.4965213432,1158.5575677336,25.1807790562,19.3152095192,75.6432505244,2412.3863687707
TdelFuego,f,147,1.211602791,0.932956294,0.7214778444,15.91458651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,147,1.3374276341,0.5393796752,0.5027331189,12.682608682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,148,1.1499999877,0.7289361292,0.6295220702,14.328447018,3.7546853571,2.283840835,3.3726131121,70.6588710526,7.3359539942,5.0309054378,9.5386963465,218.0336614517,13.8116200919,8.9058698724,23.1757786168,607.387128332,21.593641728,14.4309623332,46.1697541036,1351.5589055864
TdelFuego,f,148,1.3310760683,0.9225812431,0.8016673913,17.8422631709,4.1469327359,3.1285371931,4.1772262771,89.2055944989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,148,1.3418368745,1.2499063136,0.881196157,19.7904157852,3.9734874933,3.8589399622,4.8553359365,101.9853816785,7.6921691332,8.1246176721,13.0660351296,313.75652441,14.2222057146,15.0840745119,34.2253419638,951.8891708981,22.2394948168,22.8990474626,65.3976661824,2034.0654596002
TdelFuego,f,149,1.4142222052,1.0736813693,0.9905749941,20.6914018104,4.0536613763,3.0921992349,4.8615757408,103.5025648931,7.836011224,5.7583739826,12.2526657906,292.4008684497,14.4296050544,9.535248936,29.2305164027,791.9991679177,22.4588159766,15.6911960532,58.2516275004,1775.2568548774
TdelFuego,f,149,2.0003750644,1.542869928,1.8979375119,38.553153899,5.5458859092,3.8380929993,8.7101752373,198.2429891754,10.3668699306,7.6724625411,21.5579690652,555.1200025441,18.829840835,13.7369261169,52.5318821449,1571.9358861838,28.8073463376,22.7802842324,104.9835244276,3544.2286207521
TdelFuego,f,150,1.7157242744,1.277169094,1.4112426422,28.5012296542,5.0820304975,3.4981322189,6.7524292749,149.2600319628,9.7152674122,7.5552611509,17.681823783,442.069080324,17.3434006074,12.9095768655,42.693264522,1235.3708008919,26.6212487582,21.460801926,85.4472639484,2780.8551134487
TdelFuego,f,150,1.3866457607,1.0219220662,0.795097622,17.726093639,4.2269384429,3.4778258699,4.7493313762,102.2817097457,8.4110783566,7.0824358134,12.3046349873,292.1989283898,15.5373750227,15.3261168387,34.8603414809,971.5618065314,24.2623574034,24.3094495142,69.2834512032,2175.292193189
TdelFuego,f,150,1.2528619083,0.838360044,0.6404317026,15.5392943444,4.0899767005,3.3893092371,4.2661049838,88.5284311881,7.9684019799,6.4669236074,11.5926776287,273.8001636115,14.815387451,12.0737174817,27.8939560775,750.0004179813,23.2883807792,17.8582038,52.0048594312,1555.5684184737
TdelFuego,f,151,1.2537625085,1.48702677,1.0650548465,22.0457561033,3.7434523018,4.4926171513,5.429639939,116.7670493002,7.3708499125,8.0768460697,13.9320808522,338.440936867,14.0381810408,13.2401513994,34.3797349133,956.9012893887,NA,NA,NA,NA
TdelFuego,f,151,1.3560665398,1.0403357128,0.8734833832,19.119566657,3.9351918474,3.3363303515,4.6725243542,99.8266823662,7.7479468093,6.5491962434,10.8364941852,251.2639221678,14.4421410288,11.2135572957,27.0636248543,725.0120274947,22.5217124252,19.5890541642,57.9716118136,1766.3276515325
TdelFuego,f,152,1.1262546773,0.9267284514,0.6650613554,14.9384430726,3.6600314772,2.7086807501,3.6828744996,76.1650257409,7.3617775836,6.3152029959,11.341079237,266.2677545113,13.9584817707,11.6933063187,29.5818253949,804.9749274391,22.0266866274,18.2464126018,60.2180247712,1846.7078124804
TdelFuego,f,153,1.3776432538,0.9306025822,0.7646649317,16.6680825721,4.1675401103,3.1076896339,4.1656291879,87.6018249829,8.2622414319,6.8816159543,12.4545789509,297.8812000663,15.1294886918,12.9071099417,33.6281143849,932.5391478057,23.3962828598,19.1050833084,64.6517407856,2005.834819881
TdelFuego,f,153,1.4383431903,1.015854464,0.7919846588,17.671089341,4.4097122033,2.9844148327,4.2951181054,91.2031138793,8.4515681215,6.9754470057,13.4796263904,322.6647035695,15.390210255,12.5396828595,33.2548012793,921.434111007,23.777133719,18.4549775408,63.2259835308,1955.1759887738
TdelFuego,f,154,1.0494297801,0.9162966109,0.4869618544,11.9223681695,3.4574028267,3.2624828623,3.4615605924,72.6041075083,7.257042719,7.2652981424,9.7545373766,223.6384739722,13.8469193783,12.7704222821,26.7791922446,718.0125050473,21.7311964876,19.297722057,52.0320558588,1554.4414518283
TdelFuego,f,154,1.5733714737,1.4031894942,1.3366638745,27.6506181213,4.5402857294,3.7502699231,6.5551738224,145.1703119495,8.5845542942,7.544883055,16.8042701871,417.6987052669,15.79073025,13.6666081482,42.5461608826,1226.3957166776,24.3050553742,20.0701925222,81.0217028344,2613.6495273063
TdelFuego,f,154,1.5566824696,1.4497301967,1.432248296,30.0356155024,4.5053685834,3.99457105,6.8225515173,148.7951794482,8.7218812131,8.0571738757,18.0538714758,454.5510555594,15.9839716776,13.9875750603,45.1665059155,1316.2687059179,24.684209986,21.511434757,84.7237196144,2755.4928262172
TdelFuego,f,155,1.5803991028,1.4128961695,1.1987478063,24.508656789,4.4789781715,3.9707851727,6.0070908304,130.4907709971,8.6414938291,7.5738974588,14.6486376438,358.3878958101,15.8089125647,14.3362413357,36.2831520481,1019.0175261442,NA,NA,NA,NA
TdelFuego,f,155,1.1426951832,0.900869132,0.6150159114,14.5889330184,3.4711836082,2.5720558002,2.8816998817,60.0736816663,7.0378426339,5.8044799696,8.7594816096,197.2261447822,13.6453492268,11.9490922433,26.6888793303,713.3604664462,21.7085979982,19.3689404534,55.8059883472,1689.362799437
TdelFuego,f,156,1.6526030588,1.2039421745,1.1749507353,24.0673784771,4.9091490383,3.7980237207,6.2329594824,135.9206426058,9.4280768753,7.440208737,16.0283189015,397.2701035164,17.5739793924,14.0195992538,42.6963146333,1232.4646702081,26.9183873698,21.583412157,82.9369678416,2686.3061338839
TdelFuego,f,156,1.8606528282,1.9069270045,2.0740386396,42.0809376332,5.1728315211,4.7086360478,9.2903914056,213.1467836257,9.9400700898,8.7731351723,23.9185768094,626.3381745018,17.9480878425,15.1325637335,56.7454687115,1720.576417453,NA,NA,NA,NA
TdelFuego,f,157,1.4123475264,1.304871371,1.1351848196,23.3327384244,4.2414173243,4.1754462317,6.0353267602,131.8805643004,8.4095638445,8.0151632421,15.5659217081,381.6538454175,15.3612638895,15.1491610301,40.4667509366,1160.5426898098,23.823612667,22.2872243396,77.1680168072,2467.2789486705
TdelFuego,f,157,1.3747306407,1.1920545693,0.9467147579,20.435589873,4.2851392065,3.9899460902,5.4083344044,117.6656369514,8.3731044143,7.5981307735,14.5426151371,353.7670113534,15.5510490521,15.4268110242,40.8273065613,1168.6314844781,24.1237096208,24.056250323,80.0724778944,2577.7535165119
TdelFuego,f,157,1.4900658543,1.1894082323,1.0605412388,23.0524269926,4.1507630407,3.3366889589,4.8913209094,102.8164497967,7.9861132566,6.6770252057,12.938653962,310.2696925529,14.8044125903,13.388345229,35.8535510719,1004.9460405001,22.8560933412,21.8196314314,71.521292806,2259.0041067566
TdelFuego,f,158,1.8019563098,1.5263863363,1.4849329289,29.9066424947,5.0749850387,3.3651593186,6.4127477121,139.5469826955,9.6949867098,7.6201656702,18.1577281692,456.7013626234,17.5602850989,14.2091970317,45.9241157261,1344.1701358568,26.882684079,21.9932900906,86.7748726468,2833.9381764346
TdelFuego,f,159,1.3628541159,1.2368423221,0.964725336,20.2244476868,4.2887453804,3.5948433979,5.1795663148,111.5926279186,8.3608055055,6.9578111868,13.4871454666,323.6892674687,15.3371154923,12.5469944229,34.7721278535,972.5588468627,23.915296874,19.2294676872,64.3189375056,1992.6612000957
TdelFuego,f,159,1.529014703,1.4766446684,1.3365427373,27.6483269639,4.5782196507,4.1423599045,6.3704837282,140.6823874308,8.8815028986,8.2232190266,17.6918707468,443.2169939376,16.6662146933,14.8261110074,46.2941133082,1353.7822339852,25.675354229,24.7001693428,93.3960254108,3088.2459533021
TdelFuego,f,159,1.3575700459,1.103492304,0.9599580034,21.2136102236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,F,160,1.2312861501,0.8611047179,0.8139336176,17.5340673735,4.0091623659,2.9441412433,4.6634890976,99.6188560957,7.934285043,6.7041590815,13.7979404367,332.2616857622,14.8721221361,11.6429467808,34.4391940474,961.7287953778,23.4629245906,19.118117168,70.223575202,2208.8442426062
TdelFuego,f,160,1.5885312985,0.8768207202,0.7925696674,17.6814241218,4.8888023323,3.1877247373,4.7817443028,103.0305663069,9.4560411183,6.8892490372,13.0897864229,313.5932791226,17.3741571255,12.8768816103,35.3874885874,988.7444134871,26.7545502534,21.771612275,71.3321068532,2250.9020988047
TdelFuego,f,160,1.3244816003,0.9508214027,0.7128910037,16.8020406147,4.0574562658,3.2259307913,3.9699980798,81.8792965976,8.0004042299,6.7798087829,11.175770899,262.6484551446,15.0872417211,12.8742806042,30.5181745119,832.7854633853,NA,NA,NA,NA
TdelFuego,f,161,1.4069363308,0.8400918988,0.6454932436,14.6020959716,4.4525968855,3.3637904425,4.3215309183,91.8027331702,8.6590174121,7.0107610199,12.9505512116,308.9703601563,15.8471269964,13.0517114795,32.4061291476,896.0034234832,24.6844232992,20.7574260304,65.9388364564,2051.6298005174
TdelFuego,f,161,1.4259298192,1.4195652518,1.2050377013,25.1785246063,4.3245117284,4.2478794424,6.0472982135,132.881650994,8.4219480493,7.7810444417,15.3176188626,375.4911469158,15.5185241925,14.5058916279,39.9175064818,1138.2305898923,24.1542225442,22.7048626798,79.0293419388,2538.3939379055
TdelFuego,f,161,1.257529528,0.8096677979,0.736646657,17.2192569271,3.984729732,2.7636958236,3.8157189252,78.4469009836,8.0473059391,6.2222698727,11.7546808569,278.152459253,15.1765960358,13.0428677252,32.6550204533,901.1423390128,23.6663698268,20.1853656184,62.6456732412,1934.1765538978
TdelFuego,F,162,1.5591574741,1.5553378463,1.4571320436,29.3752167271,4.8811199959,4.3929772741,7.3014176515,162.7792368296,9.2965446183,8.9295666249,19.2721743424,488.3336786584,17.1006706398,16.4200980575,50.248773466,1494.3360250198,26.2873716014,25.1164759034,94.9794991764,3148.6709702326
TdelFuego,f,162,1.4738608958,1.4407623462,1.1699975428,24.5264818442,4.3983441113,4.2876309181,6.1499390516,135.3517224741,8.6305336073,7.9841829706,16.5871174181,411.4911247131,16.1897065872,15.7217485476,45.3323369318,1320.9110011511,25.1093850416,24.3746535108,87.6927009472,2868.0074025937
TdelFuego,f,162,1.3133145726,0.7074402087,0.5302600262,13.6492895529,3.9131825569,2.679191135,3.3213602549,67.6053741451,7.8568424224,5.967924303,9.2733152419,212.7058197102,14.4757125194,12.1765155036,26.6453163905,711.0856393403,22.7214638474,20.0403500324,55.5072287064,1678.7864023158
TdelFuego,f,163,1.6467657868,1.2874977419,1.1792117404,24.1463019357,5.1276278313,3.8561087492,6.3227023536,138.0873519499,9.8926238262,8.1995963152,18.7923071931,476.9021369656,18.4154386118,16.058846412,51.5297296697,1535.8525819602,28.2071411006,25.1264732906,98.6231201644,3292.226120098
TdelFuego,f,163,1.3009919333,0.9828855243,0.7791472481,17.4445359811,4.1442861217,3.0979936619,4.3943377222,93.4586691809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,164,1.7919107023,1.2726591944,1.4668393946,29.560611629,5.1128618535,3.6845249929,7.1422691807,158.8417770245,9.6908305485,6.9937947364,18.1302915006,455.0439241625,17.6617561053,13.6063769069,46.4111011944,1361.8610275308,NA,NA,NA,NA
TdelFuego,f,164,1.782153294,1.4039412467,1.4887365155,30.5491903286,5.2068190217,4.2370351972,7.8621462548,177.5127035081,9.9276099199,8.1911860555,20.0578984852,512.3215366843,18.0582346566,14.8577139506,51.7037392262,1540.8908996943,27.8138260544,23.76504608,103.0313075232,3465.7664571169
TdelFuego,f,164,1.5297195833,1.4710630478,1.3964448837,29.3510346717,4.5502317897,4.2582067905,7.0963970131,155.5133237225,8.7203273979,8.6459322833,18.4369904539,465.6783826957,16.3265167457,16.6654047941,49.6633035978,1470.9141576392,25.3277736934,24.940819919,94.3361086492,3125.939749983
TdelFuego,f,165,1.6069831925,1.3367374829,1.2258015404,25.0118000712,4.8684388599,3.9440795002,6.4325853121,140.7473878974,9.3117205008,7.8938833664,16.1389485038,400.4139594101,17.0919743676,14.9219876753,44.3515776831,1288.5286401457,26.4120956262,23.687087136,87.8845124968,2875.373651462
TdelFuego,f,165,1.246430098,0.7513892852,0.3929288344,10.8597732335,3.9085591856,2.9526671931,3.1781861462,66.4353981076,7.8115587413,5.50068637,8.8063832793,198.4237880812,14.5998945617,10.0445029007,24.2980589552,639.7214244981,22.8868196748,17.06033691,51.5013779,1537.9744059231
TdelFuego,f,166,1.5032825993,1.3056343311,1.199473147,24.5221262273,4.2279712729,3.8440409683,5.9072541512,128.8118549488,8.1572699827,6.9171951949,15.119457594,369.0832445909,14.7588227232,13.4361745301,39.1894717298,1117.9432352121,22.9316043938,22.0138002708,78.5401819892,2518.8504724193
TdelFuego,f,166,1.7562406593,1.1686373603,1.1558710369,24.2643517927,5.0643939818,3.2236437476,5.3832871734,117.0750088493,9.6065272918,6.4132559871,13.8614465044,334.8394278684,17.4114363242,11.7996440189,36.6130991889,1028.8693737435,26.5218015832,18.6501135968,68.6656801808,2152.569894675
TdelFuego,f,166,1.4340896918,1.2952385785,1.0541981867,22.9357832232,4.4852499615,3.6231144725,5.367206092,113.9013314791,8.5336948554,6.9935116736,13.9165875794,337.1884851583,15.8255970374,14.2550902932,38.8932820972,1105.1401957775,24.5329496716,22.476735228,76.7766935276,2454.8292200445
TdelFuego,f,167,1.1059002984,0.9236483456,0.6028755673,13.8736625649,3.4355252689,2.7487536339,3.0977467204,64.6998048181,6.959586205,6.6130590144,10.5520508875,244.5315165896,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,167,1.2536269078,1.2666345998,0.9958750135,21.3264006323,3.8238089128,3.5896108766,5.0350814384,108.9118911328,7.4776479716,6.9729966891,12.3962127969,294.682350556,14.0885775563,13.4599077413,33.3338627817,922.0683554045,22.1840013968,21.71550404,65.1699101492,2024.6878488858
TdelFuego,f,167,1.5269900099,1.5388083215,1.3384533924,28.2473726465,4.6305402396,4.6164391489,6.8993886199,150.6756163693,8.9617346366,8.3887819762,17.199994909,429.9010396455,16.3928956328,14.6071363448,43.9224321843,1273.9569892413,25.4266920268,22.4461580322,84.668407704,2753.3821161837
TdelFuego,f,168,1.9009459403,1.5345505255,1.7145560529,34.3496571001,5.5524388359,4.3964071163,8.3092561222,187.2904049783,10.4858477538,8.8954606059,22.1246938575,575.6672638552,18.9134341862,15.1308322107,52.8921290576,1583.5213699944,29.041712032,24.2519212226,105.4041268668,3559.735107551
TdelFuego,f,168,1.2912994855,0.9064071129,0.6528267134,15.2398017831,3.9654293645,2.4553683248,3.2917986279,68.8985487717,8.0049906803,6.0770696998,10.1994659216,234.4807570863,15.1191573102,12.4544878808,28.9203087823,783.1562588318,23.7306281602,20.0009699054,60.27335043,1848.6942983311
TdelFuego,f,169,1.2832714914,0.9591640171,0.8177072513,17.6006696904,3.799713518,3.1278269549,4.3271890108,91.9312601151,7.6545596313,6.1118704158,11.6631728153,274.0973621585,14.3328462315,12.640034904,32.4996100279,899.0098131025,22.577793518,19.7798257202,63.9667888772,1979.8769411804
TdelFuego,f,169,1.7638607185,0.8201144612,0.8207223791,18.1798532102,5.1402222729,2.4074133636,4.0202234707,85.6660185863,9.9293352885,5.6684710636,11.9395969648,282.3319117968,18.238875177,11.7283452585,31.4235417749,860.6977765601,27.9387334728,20.0412982922,65.8321888296,2048.8231573109
TdelFuego,f,169,1.3882517244,1.120740879,0.8449416068,19.1404574465,4.0088490376,3.1880993323,4.0169067006,82.9273273565,7.900769663,6.0831096408,10.8238844239,253.2917264959,14.7021775707,12.3683254277,30.8273478734,842.6245779646,22.8087344238,20.7087154706,61.8841836684,1906.6735793208
TdelFuego,f,170,1.384114182,1.1368068647,0.9471079335,19.9071404362,4.4343980011,3.3682569152,5.1597164053,110.4338588713,8.6724523398,7.2698727387,14.2673180912,347.7513165193,16.0000750829,12.9992264144,36.815725148,1036.5030467103,24.6845576768,20.439951075,73.202478582,2320.272407629
TdelFuego,f,170,1.693565234,1.694910239,1.7717829632,36.055640728,4.9812800527,4.4599950019,7.9675276517,179.4148610606,9.5788087927,8.5756762912,19.9038608383,506.0252763967,17.570290343,16.5773152812,52.6851963194,1577.3080131093,NA,NA,NA,NA
TdelFuego,f,171,1.3700286684,1.1118356127,0.8656746464,18.4505831182,4.2271542062,3.5617981747,4.9015668727,105.11684594,8.2615893965,7.0888793473,13.6093909297,327.0569892555,15.2078065241,13.4645863574,35.7183943713,1003.4402339089,23.766065808,21.4343116086,72.241119222,2283.4745685217
TdelFuego,f,171,1.2654951574,0.9939830508,0.7957744483,17.7380562252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,171,1.1487042018,0.7418477108,0.3972510493,11.4200945005,3.6753071727,2.6398440934,2.908127373,58.7409852406,7.1595157273,5.7553279735,8.8201664471,201.055568509,13.4062852745,10.858759266,25.2627198768,668.3725339651,20.8495085614,17.1909834442,49.8936921848,1482.0007008242
TdelFuego,f,172,1.015272949,0.857706767,0.3561897591,9.7784946351,3.4231893853,2.9050930765,2.6196197003,53.9115703043,6.921654946,5.7986409404,7.1167824567,158.9460773428,13.0492648662,11.4387755493,18.8884650706,477.1073687661,20.6362415164,18.676949179,43.5730222964,1264.1247396172
TdelFuego,f,172,1.2264302925,1.0912709628,0.7914140191,17.6610092905,3.6537887979,3.493370463,4.0941305454,86.6602084425,7.1960226555,6.5692852539,10.2183358334,234.9753416964,13.4341689866,12.5692138029,25.9951210711,691.8668632633,21.142258164,20.1102677892,52.1693382668,1561.322683637
TdelFuego,f,173,1.4583922182,1.2302582001,1.0572259141,21.9027810224,4.5152185921,3.2512429421,5.2133332757,111.6875623569,8.8191129173,6.1818850206,14.2939286996,348.4920050305,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,173,1.6930558364,1.7485484032,1.7164407939,34.9681887896,5.0968786103,4.4171764537,7.7780889363,174.6587659478,9.6636115458,8.4037026972,20.0432422499,510.1351940286,17.764424292,16.3294469127,55.1333725704,1663.4660269686,27.3005343276,24.0253681502,102.960914674,3464.158690664
TdelFuego,f,174,1.592870962,1.1074349322,1.0279806765,21.3699560748,4.9204478354,3.2974933541,5.3722332438,116.1147403254,9.5818352802,6.8585384093,14.6751546605,356.6380021552,17.3073247788,12.018853484,36.4690766351,1028.0425082721,26.512816344,19.2005735636,74.9815807868,2385.4435079782
TdelFuego,f,174,1.4210802315,1.1684430111,1.0611229688,22.5175262871,4.3985815449,3.6671894505,5.8062661464,127.1087888982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,174,1.1899702548,0.658271949,0.413044046,11.6815607094,3.8864311726,2.6604395125,2.7133541667,54.6308992467,7.8051749669,6.3417676191,9.943882145,230.1248952023,14.6507547089,12.8182729545,27.9705899545,752.3989993351,22.8152530926,20.0257807422,56.7805774352,1723.9343057604
TdelFuego,f,175,1.5915286494,1.0179419909,1.0759897138,22.2456898483,4.9247126595,3.7637875005,6.3271525898,138.9134731276,9.4130180904,7.5949907026,16.8650847327,418.5890213188,17.0466768444,14.433016602,46.2694107926,1357.0062493524,26.2398339102,22.4996247964,89.5313036484,2937.5893179588
TdelFuego,f,175,1.8889007234,1.4322390879,1.5042015609,30.8463958611,5.4893966539,4.4214966849,7.7889124861,175.6747728731,10.362376632,8.9005557931,21.4525591116,553.7457309155,NA,NA,NA,NA,NA,NA,NA,NA
TdelFuego,f,175,1.2849174591,0.9384241002,0.7106055457,16.7619841167,3.9835960378,3.5162000436,4.3783328146,91.0688983068,7.7006685042,6.6731701463,10.8815700966,254.8220415698,14.6206345832,13.763285847,30.9730988804,847.2690472888,22.8965064844,21.2040100672,61.5616735972,1895.043542779
TdelFuego,f,176,1.1386650075,0.7193958256,0.4449209329,11.2261463786,3.6423587941,2.6784952856,2.8869224637,59.5526774113,7.3734173458,5.941276317,8.9566667633,205.317120533,13.9265621444,12.7419866559,29.0277469154,785.6051784659,21.9346173514,20.431118462,58.8990430144,1798.3839901898
TdelFuego,f,176,1.3863007106,1.4255329557,1.1035835866,23.2978891188,4.4071812646,4.3402783019,6.0406648201,132.0087064961,8.5240940654,8.0830064414,14.2581259543,344.1909810083,16.1085818628,14.4484220511,36.8979187529,1040.1828408146,25.0694240818,22.4616427258,71.8867322024,2272.5400033585
TdelFuego,f,177,1.6895138554,1.1149399493,1.0166107543,21.1633482804,4.9318323374,3.5670370467,5.4188582877,116.5130536654,9.5683438804,7.3720725172,14.5190596156,354.7679516707,17.8196640816,13.0777934837,37.4814346835,1058.423102003,27.4796217772,20.715215875,73.2333897312,2321.4215609828
TdelFuego,f,177,1.5368511406,1.1300543986,1.1116879728,23.4472940477,4.3285556989,3.0103056127,4.9596118491,106.4640616118,8.309308583,5.520251752,11.4450024605,267.4572406099,15.1727734422,10.6095709701,30.4778045579,832.446541094,23.6673211454,17.2510339558,62.9567944984,1945.4306619951
TdelFuego,f,178,1.4933284195,1.4116399541,1.1374760473,23.3749722134,4.490093994,4.6100162281,6.2257333728,136.4629953014,8.6206650648,9.4375062294,17.2678075436,430.1422863075,15.7269697779,16.915890479,43.3548773354,1257.7419998714,24.3635617776,26.106190933,83.2619016356,2697.5325212944
TdelFuego,f,178,1.7024455183,1.4318372748,1.4616358306,30.0294362953,4.8323980751,3.9650336661,6.8901381582,153.3638172854,9.2062701479,7.2474146064,17.1122247253,426.5261170544,16.8151327734,13.2955100678,41.973231233,1207.094561522,26.1598950246,20.024285353,79.1635825248,2543.4539140377
